Time[ms]    Caller                   Code  Description         
230         service_4->node_4        3     msgs 21 to 4294967316 lost.
240         service_4->node_4        3     msgs 22 to 4294967317 lost.
240         service_4->node_1        1     msg 23 late. 2101us > 2000us
240         service_4->node_4        3     msgs 22 to 4294967317 lost.
240         service_4->node_4        3     msgs 22 to 4294967317 lost.
252         service_4->node_4        3     msgs 23 to 4294967318 lost.
252         service_4->node_4        1     msg 24 late. 2840us > 2000us
252         service_4->node_4        3     msgs 23 to 4294967318 lost.
252         service_4->node_4        3     msgs 23 to 4294967318 lost.
252         service_4->node_1        1     msg 24 late. 3223us > 2000us
262         service_4->node_4        1     msg 25 late. 5303us > 2000us
262         service_4->node_0        1     msg 25 late. 5586us > 2000us
262         service_4->node_4        3     msgs 24 to 4294967319 lost.
262         service_4->node_4        1     msg 25 late. 2850us > 2000us
262         service_4->node_4        3     msgs 24 to 4294967319 lost.
262         service_4->node_2        1     msg 25 late. 3066us > 2000us
262         service_4->node_4        3     msgs 24 to 4294967319 lost.
276         service_4->node_4        3     msgs 25 to 4294967320 lost.
283         service_4->node_4        3     msgs 25 to 4294967320 lost.
284         service_4->node_3        1     msg 26 late. 8319us > 2000us
284         service_4->node_4        1     msg 26 late. 7826us > 2000us
284         service_4->node_4        3     msgs 25 to 4294967320 lost.
284         service_4->node_4        1     msg 26 late. 7864us > 2000us
291         service_4->node_1        2     msg 26 too late. 14829us > 10000us
292         service_4->node_4        1     msg 27 late. 6260us > 2000us
292         service_4->node_4        3     msgs 26 to 4294967321 lost.
292         service_4->node_4        1     msg 27 late. 2254us > 2000us
293         service_4->node_0        1     msg 27 late. 6749us > 2000us
293         service_4->node_2        2     msg 26 too late. 17431us > 10000us
293         service_4->node_3        1     msg 27 late. 2636us > 2000us
298         service_4->node_4        3     msgs 25 to 4294967318 lost.
299         service_4->node_1        3     msgs 25 to 4294967320 lost.
299         service_4->node_4        3     msgs 25 to 4294967320 lost.
301         service_4->node_2        3     msgs 25 to 4294967320 lost.
301         service_4->node_4        3     msg 27 lost.        
304         service_4->node_3        1     msg 28 late. 3640us > 2000us
308         service_4->node_0        1     msg 29 late. 2119us > 2000us
313         service_4->node_4        3     msgs 26 to 4294967319 lost.
313         service_4->node_4        1     msg 27 late. 4636us > 2000us
315         service_4->node_1        1     msg 27 late. 7288us > 2000us
315         service_4->node_4        3     msgs 26 to 4294967321 lost.
315         service_4->node_4        1     msg 27 late. 2703us > 2000us
315         service_4->node_4        3     msg 28 lost.        
315         service_4->node_2        1     msg 27 late. 3096us > 2000us
321         service_4->node_4        3     msgs 27 to 4294967320 lost.
328         service_4->node_4        3     msg 29 lost.        
328         service_4->node_4        1     msg 30 late. 7158us > 2000us
328         service_4->node_4        3     msgs 27 to 4294967320 lost.
328         service_4->node_4        1     msg 28 late. 7159us > 2000us
329         service_4->node_1        1     msg 28 late. 8717us > 2000us
329         service_4->node_4        3     msgs 30 to 32 lost. 
329         service_4->node_3        1     msg 30 late. 8387us > 2000us
329         service_4->node_2        1     msg 28 late. 8323us > 2000us
331         service_4->node_4        3     msgs 30 to 4294967325 lost.
339         service_4->node_4        3     msgs 28 to 4294967320 lost.
339         service_4->node_4        3     msgs 28 to 4294967323 lost.
340         service_4->node_4        3     msgs 31 to 33 lost. 
352         service_4->node_4        3     msgs 29 to 4294967321 lost.
353         service_4->node_4        3     msgs 29 to 4294967324 lost.
353         service_4->node_4        1     msg 30 late. 2585us > 2000us
353         service_4->node_4        3     msgs 32 to 34 lost. 
353         service_4->node_4        1     msg 33 late. 2475us > 2000us
353         service_4->node_1        1     msg 30 late. 3336us > 2000us
357         service_4->node_3        1     msg 33 late. 7165us > 2000us
360         service_4->node_4        3     msgs 30 to 4294967322 lost.
360         service_4->node_4        3     msgs 30 to 4294967325 lost.
361         service_4->node_4        3     msgs 33 to 35 lost. 
370         service_4->node_4        3     msgs 31 to 4294967323 lost.
370         service_4->node_4        3     msgs 31 to 4294967326 lost.
371         service_4->node_4        3     msgs 34 to 36 lost. 
379         service_4->node_0        1     msg 36 late. 2975us > 2000us
380         service_4->node_4        3     msgs 32 to 4294967324 lost.
380         service_4->node_4        3     msgs 32 to 4294967327 lost.
381         service_4->node_4        3     msgs 35 to 37 lost. 
385         service_4->node_3        1     msg 36 late. 5044us > 2000us
392         service_4->node_4        3     msgs 33 to 4294967326 lost.
392         service_4->node_4        1     msg 34 late. 3206us > 2000us
392         service_4->node_4        3     msgs 33 to 4294967328 lost.
392         service_4->node_4        3     msgs 36 to 38 lost. 
392         service_4->node_4        3     msgs 36 to 4294967331 lost.
392         service_4->node_1        1     msg 34 late. 3688us > 2000us
400         service_4->node_0        1     msg 37 late. 9221us > 2000us
401         service_4->node_4        3     msgs 34 to 4294967327 lost.
401         service_4->node_4        1     msg 35 late. 2945us > 2000us
402         service_4->node_4        3     msgs 34 to 4294967329 lost.
402         service_4->node_4        3     msgs 37 to 39 lost. 
402         service_4->node_1        1     msg 35 late. 3483us > 2000us
402         service_4->node_2        1     msg 35 late. 2124us > 2000us
411         service_4->node_4        3     msgs 37 to 4294967332 lost.
411         service_4->node_4        3     msgs 35 to 4294967328 lost.
411         service_4->node_4        3     msgs 35 to 4294967330 lost.
411         service_4->node_4        3     msgs 38 to 40 lost. 
411         service_4->node_2        1     msg 36 late. 2115us > 2000us
425         service_4->node_4        3     msgs 36 to 4294967329 lost.
426         service_4->node_4        3     msg 38 lost.        
426         service_4->node_4        3     msgs 36 to 4294967328 lost.
433         service_4->node_4        1     msg 38 late. 4667us > 2000us
433         service_4->node_4        3     msgs 37 to 4294967332 lost.
433         service_4->node_4        3     msgs 40 to 42 lost. 
433         service_4->node_1        1     msg 38 late. 5299us > 2000us
433         service_4->node_2        1     msg 38 late. 2290us > 2000us
440         service_4->node_4        3     msgs 39 to 4294967333 lost.
444         service_4->node_0        1     msg 40 late. 5416us > 2000us
444         service_4->node_4        3     msgs 38 to 4294967332 lost.
444         service_4->node_4        1     msg 39 late. 5665us > 2000us
461         service_4->node_4        3     msgs 38 to 4294967333 lost.
461         service_4->node_4        2     msg 39 too late. 21533us > 10000us
461         service_4->node_4        3     msgs 41 to 43 lost. 
461         service_4->node_4        2     msg 42 too late. 17168us > 10000us
461         service_4->node_1        2     msg 39 too late. 22387us > 10000us
461         service_4->node_2        2     msg 39 too late. 21982us > 10000us
461         service_4->node_3        2     msg 42 too late. 17661us > 10000us
461         service_4->node_4        3     msgs 40 to 4294967334 lost.
461         service_4->node_4        1     msg 41 late. 7949us > 2000us
462         service_4->node_0        1     msg 41 late. 8301us > 2000us
469         service_4->node_4        3     msgs 38 to 4294967331 lost.
470         service_4->node_1        3     msgs 38 to 4294967333 lost.
470         service_4->node_4        3     msgs 41 to 43 lost. 
470         service_4->node_4        3     msgs 38 to 4294967330 lost.
472         service_4->node_2        3     msgs 38 to 4294967333 lost.
473         service_4->node_2        1     msg 39 late. 3339us > 2000us
473         service_4->node_4        3     msgs 41 to 43 lost. 
473         service_4->node_3        3     msgs 41 to 4294967336 lost.
478         service_4->node_4        3     msgs 39 to 4294967331 lost.
480         service_4->node_4        3     msgs 39 to 4294967334 lost.
481         service_4->node_4        3     msgs 42 to 44 lost. 
492         service_4->node_4        3     msgs 40 to 4294967332 lost.
492         service_4->node_4        1     msg 41 late. 3080us > 2000us
492         service_4->node_4        3     msgs 40 to 4294967335 lost.
492         service_4->node_4        1     msg 41 late. 3314us > 2000us
493         service_4->node_4        3     msgs 43 to 45 lost. 
493         service_4->node_1        1     msg 41 late. 3432us > 2000us
493         service_4->node_2        1     msg 41 late. 3654us > 2000us
501         service_4->node_4        3     msgs 41 to 4294967334 lost.
502         service_4->node_4        3     msgs 41 to 4294967336 lost.
502         service_4->node_4        3     msgs 44 to 46 lost. 
502         service_4->node_4        3     msgs 44 to 4294967339 lost.
502         service_4->node_2        1     msg 42 late. 2050us > 2000us
502         service_4->node_0        1     msg 45 late. 2227us > 2000us
521         service_4->node_4        3     msgs 42 to 4294967334 lost.
521         service_4->node_4        2     msg 43 too late. 10717us > 10000us
521         service_4->node_1        2     msg 43 too late. 11691us > 10000us
521         service_4->node_4        3     msgs 42 to 4294967337 lost.
521         service_4->node_4        2     msg 43 too late. 11822us > 10000us
522         service_4->node_4        3     msgs 45 to 47 lost. 
522         service_4->node_4        1     msg 46 late. 2227us > 2000us
522         service_4->node_2        2     msg 43 too late. 12300us > 10000us
522         service_4->node_3        1     msg 46 late. 2452us > 2000us
522         service_4->node_0        1     msg 47 late. 2258us > 2000us
548         service_4->node_4        1     msg 49 late. 9170us > 2000us
548         service_4->node_0        1     msg 49 late. 9928us > 2000us
549         service_4->node_4        3     msgs 42 to 4294967331 lost.
549         service_4->node_4        1     msg 43 late. 7629us > 2000us
549         service_4->node_4        3     msgs 42 to 4294967337 lost.
549         service_4->node_1        3     msgs 42 to 4294967337 lost.
549         service_4->node_1        1     msg 43 late. 7816us > 2000us
549         service_4->node_2        3     msgs 42 to 4294967337 lost.
549         service_4->node_4        3     msgs 46 to 49 lost. 
549         service_4->node_4        2     msg 47 too late. 10334us > 10000us
549         service_4->node_3        2     msg 47 too late. 10573us > 10000us
549         service_4->node_4        3     msgs 43 to 4294967335 lost.
557         service_4->node_4        3     msgs 49 to 54 lost. 
557         service_4->node_4        3     msgs 46 to 4294967338 lost.
558         service_4->node_3        3     msgs 46 to 4294967341 lost.
564         service_4->node_4        3     msgs 44 to 4294967337 lost.
564         service_4->node_4        3     msgs 43 to 4294967337 lost.
565         service_4->node_1        1     msg 44 late. 2589us > 2000us
565         service_4->node_4        3     msgs 47 to 50 lost. 
566         service_4->node_3        1     msg 48 late. 2076us > 2000us
566         service_4->node_4        3     msgs 50 to 52 lost. 
570         service_4->node_4        3     msgs 44 to 4294967333 lost.
571         service_4->node_4        3     msgs 48 to 50 lost. 
574         service_4->node_3        1     msg 49 late. 3747us > 2000us
577         service_4->node_4        3     msgs 51 to 53 lost. 
581         service_4->node_4        3     msgs 45 to 4294967334 lost.
582         service_4->node_4        3     msgs 49 to 51 lost. 
587         service_4->node_4        3     msgs 52 to 54 lost. 
591         service_4->node_4        3     msgs 46 to 4294967335 lost.
591         service_4->node_4        1     msg 47 late. 2952us > 2000us
592         service_4->node_1        1     msg 47 late. 3496us > 2000us
592         service_4->node_4        3     msgs 50 to 52 lost. 
597         service_4->node_4        3     msgs 53 to 55 lost. 
599         service_4->node_4        3     msgs 47 to 4294967336 lost.
601         service_4->node_4        3     msgs 51 to 53 lost. 
607         service_4->node_4        3     msgs 54 to 56 lost. 
612         service_4->node_4        3     msgs 49 to 4294967339 lost.
612         service_4->node_4        1     msg 50 late. 2120us > 2000us
612         service_4->node_4        3     msgs 48 to 4294967342 lost.
612         service_4->node_4        3     msgs 52 to 55 lost. 
612         service_4->node_2        1     msg 50 late. 2483us > 2000us
619         service_4->node_4        3     msgs 55 to 57 lost. 
619         service_4->node_4        3     msgs 49 to 4294967338 lost.
628         service_4->node_4        3     msgs 56 to 61 lost. 
630         service_4->node_4        3     msgs 53 to 4294967345 lost.
630         service_4->node_4        3     msgs 50 to 4294967342 lost.
630         service_4->node_1        1     msg 51 late. 2077us > 2000us
631         service_4->node_3        1     msg 54 late. 2914us > 2000us
631         service_4->node_4        3     msgs 54 to 56 lost. 
639         service_4->node_4        3     msgs 51 to 4294967343 lost.
647         service_4->node_1        1     msg 52 late. 8934us > 2000us
647         service_4->node_4        3     msgs 57 to 62 lost. 
648         service_4->node_4        1     msg 58 late. 9276us > 2000us
648         service_4->node_4        3     msgs 55 to 4294967348 lost.
648         service_4->node_4        1     msg 56 late. 5855us > 2000us
648         service_4->node_0        1     msg 58 late. 9543us > 2000us
648         service_4->node_4        3     msgs 52 to 4294967344 lost.
648         service_4->node_3        1     msg 56 late. 6106us > 2000us
651         service_4->node_4        3     msgs 56 to 58 lost. 
651         service_4->node_4        3     msgs 52 to 4294967343 lost.
651         service_4->node_4        1     msg 53 late. 3113us > 2000us
651         service_4->node_1        1     msg 53 late. 3326us > 2000us
657         service_4->node_4        3     msgs 58 to 63 lost. 
659         service_4->node_4        3     msgs 53 to 4294967343 lost.
664         service_4->node_4        3     msgs 57 to 59 lost. 
667         service_4->node_4        3     msg 59 lost.        
669         service_4->node_4        3     msgs 54 to 4294967344 lost.
671         service_4->node_4        3     msgs 58 to 60 lost. 
680         service_4->node_4        3     msg 60 lost.        
680         service_4->node_4        1     msg 61 late. 3716us > 2000us
684         service_4->node_0        1     msg 61 late. 7554us > 2000us
684         service_4->node_4        3     msgs 56 to 4294967347 lost.
684         service_4->node_4        1     msg 57 late. 4423us > 2000us
684         service_4->node_4        3     msgs 55 to 4294967349 lost.
684         service_4->node_4        1     msg 56 late. 4632us > 2000us
685         service_4->node_4        3     msgs 59 to 62 lost. 
685         service_4->node_2        1     msg 57 late. 6049us > 2000us
686         service_4->node_1        1     msg 56 late. 6290us > 2000us
686         service_4->node_3        1     msg 60 late. 2322us > 2000us
686         service_4->node_4        3     msg 61 lost.        
689         service_4->node_4        3     msgs 56 to 4294967346 lost.
693         service_4->node_4        3     msgs 60 to 62 lost. 
693         service_4->node_4        1     msg 61 late. 2069us > 2000us
694         service_4->node_3        1     msg 61 late. 3139us > 2000us
699         service_4->node_4        3     msg 62 lost.        
699         service_4->node_4        3     msgs 57 to 4294967347 lost.
701         service_4->node_4        3     msgs 61 to 63 lost. 
710         service_4->node_4        3     msg 63 lost.        
710         service_4->node_4        1     msg 64 late. 2295us > 2000us
710         service_4->node_4        3     msgs 58 to 4294967348 lost.
710         service_4->node_0        1     msg 64 late. 2752us > 2000us
711         service_4->node_1        1     msg 59 late. 2415us > 2000us
711         service_4->node_4        3     msgs 62 to 64 lost. 
717         service_4->node_4        3     msg 64 lost.        
720         service_4->node_4        3     msgs 59 to 4294967349 lost.
721         service_4->node_4        3     msgs 63 to 65 lost. 
727         service_4->node_4        3     msg 65 lost.        
732         service_4->node_4        3     msgs 64 to 4294967358 lost.
732         service_4->node_4        3     msgs 61 to 4294967353 lost.
732         service_4->node_4        3     msgs 60 to 4294967354 lost.
737         service_4->node_4        3     msgs 66 to 71 lost. 
738         service_4->node_4        3     msgs 61 to 4294967351 lost.
741         service_4->node_4        3     msgs 65 to 67 lost. 
747         service_4->node_4        3     msg 67 lost.        
749         service_4->node_4        3     msgs 62 to 4294967352 lost.
751         service_4->node_4        3     msgs 66 to 68 lost. 
757         service_4->node_4        3     msg 68 lost.        
759         service_4->node_4        3     msgs 63 to 4294967353 lost.
767         service_4->node_2        1     msg 65 late. 7969us > 2000us
770         service_4->node_4        3     msgs 67 to 69 lost. 
770         service_4->node_4        1     msg 68 late. 2700us > 2000us
770         service_4->node_3        1     msg 68 late. 3095us > 2000us
770         service_4->node_4        3     msg 69 lost.        
771         service_4->node_4        3     msgs 64 to 4294967354 lost.
786         service_4->node_4        3     msgs 70 to 74 lost. 
786         service_4->node_4        1     msg 71 late. 9769us > 2000us
786         service_4->node_0        2     msg 71 too late. 10067us > 10000us
786         service_4->node_4        3     msgs 66 to 4294967357 lost.
787         service_4->node_4        3     msg 68 lost.        
787         service_4->node_4        1     msg 69 late. 2741us > 2000us
787         service_4->node_3        1     msg 69 late. 2930us > 2000us
793         service_4->node_2        1     msg 67 late. 7723us > 2000us
794         service_4->node_4        3     msgs 65 to 4294967357 lost.
794         service_4->node_4        2     msg 66 too late. 10269us > 10000us
794         service_4->node_4        3     msgs 69 to 72 lost. 
794         service_4->node_4        3     msgs 67 to 4294967360 lost.
794         service_4->node_1        2     msg 66 too late. 10578us > 10000us
797         service_4->node_4        3     msgs 70 to 72 lost. 
797         service_4->node_0        3     msgs 70 to 4294967365 lost.
799         service_4->node_4        3     msgs 65 to 4294967355 lost.
800         service_4->node_1        3     msgs 65 to 4294967360 lost.
800         service_4->node_4        3     msgs 68 to 70 lost. 
801         service_4->node_4        3     msg 70 lost.        
809         service_4->node_4        3     msgs 66 to 4294967356 lost.
810         service_4->node_4        3     msgs 69 to 71 lost. 
811         service_4->node_4        3     msg 71 lost.        
819         service_4->node_4        3     msgs 67 to 4294967357 lost.
820         service_4->node_4        3     msgs 70 to 72 lost. 
821         service_4->node_4        3     msg 72 lost.        
829         service_4->node_4        3     msgs 68 to 4294967358 lost.
830         service_4->node_4        3     msgs 71 to 73 lost. 
831         service_4->node_4        3     msg 73 lost.        
839         service_4->node_4        3     msgs 69 to 4294967359 lost.
840         service_4->node_4        3     msgs 72 to 74 lost. 
841         service_4->node_4        3     msg 74 lost.        
849         service_4->node_4        3     msgs 70 to 4294967360 lost.
850         service_4->node_4        3     msgs 73 to 75 lost. 
851         service_4->node_4        3     msg 75 lost.        
859         service_4->node_4        3     msgs 71 to 4294967361 lost.
862         service_4->node_4        3     msgs 74 to 76 lost. 
862         service_4->node_4        1     msg 75 late. 2243us > 2000us
862         service_4->node_4        3     msg 76 lost.        
862         service_4->node_2        1     msg 75 late. 2708us > 2000us
869         service_4->node_4        1     msg 78 late. 2419us > 2000us
869         service_4->node_0        1     msg 78 late. 2672us > 2000us
869         service_4->node_4        3     msgs 72 to 4294967362 lost.
870         service_4->node_4        3     msgs 75 to 77 lost. 
871         service_4->node_4        3     msg 77 lost.        
878         service_4->node_4        3     msgs 73 to 4294967363 lost.
880         service_4->node_4        3     msgs 76 to 78 lost. 
881         service_4->node_4        3     msg 78 lost.        
890         service_4->node_0        1     msg 80 late. 3366us > 2000us
890         service_4->node_4        3     msgs 74 to 4294967364 lost.
890         service_4->node_4        3     msgs 77 to 79 lost. 
892         service_4->node_4        3     msg 79 lost.        
898         service_4->node_4        3     msgs 75 to 4294967365 lost.
900         service_4->node_4        3     msgs 78 to 80 lost. 
901         service_4->node_4        3     msg 80 lost.        
908         service_4->node_4        3     msgs 76 to 4294967366 lost.
910         service_4->node_4        3     msgs 79 to 81 lost. 
911         service_4->node_4        3     msg 81 lost.        
918         service_4->node_4        1     msg 83 late. 2266us > 2000us
919         service_4->node_4        3     msgs 77 to 4294967367 lost.
919         service_4->node_0        1     msg 83 late. 2615us > 2000us
923         service_4->node_4        3     msgs 80 to 82 lost. 
923         service_4->node_4        1     msg 81 late. 3766us > 2000us
923         service_4->node_2        1     msg 81 late. 4070us > 2000us
923         service_4->node_4        3     msg 82 lost.        
923         service_4->node_4        1     msg 83 late. 3092us > 2000us
924         service_4->node_3        1     msg 83 late. 3404us > 2000us
929         service_4->node_4        3     msgs 78 to 4294967368 lost.
931         service_4->node_4        3     msgs 81 to 83 lost. 
931         service_4->node_4        3     msg 83 lost.        
939         service_4->node_4        3     msgs 79 to 4294967370 lost.
939         service_4->node_4        3     msgs 84 to 88 lost. 
940         service_4->node_4        3     msgs 82 to 4294967375 lost.
942         service_4->node_4        3     msg 84 lost.        
951         service_4->node_4        3     msgs 80 to 4294967370 lost.
951         service_4->node_4        1     msg 81 late. 2297us > 2000us
951         service_4->node_4        3     msgs 83 to 85 lost. 
951         service_4->node_4        3     msg 85 lost.        
951         service_4->node_1        1     msg 81 late. 2655us > 2000us
959         service_4->node_4        3     msgs 81 to 4294967371 lost.
960         service_4->node_4        3     msgs 84 to 86 lost. 
961         service_4->node_4        3     msg 86 lost.        
969         service_4->node_4        3     msgs 82 to 4294967372 lost.
976         service_4->node_4        3     msgs 85 to 87 lost. 
976         service_4->node_4        3     msg 87 lost.        
979         service_4->node_4        3     msgs 83 to 4294967373 lost.
980         service_4->node_4        3     msgs 86 to 88 lost. 
981         service_4->node_4        3     msg 88 lost.        
989         service_4->node_4        3     msgs 84 to 4294967374 lost.
991         service_4->node_4        3     msgs 87 to 89 lost. 
991         service_4->node_4        3     msg 89 lost.        
999         service_4->node_4        3     msgs 85 to 4294967375 lost.
1001        service_4->node_4        3     msgs 88 to 90 lost. 
1002        service_4->node_4        3     msg 90 lost.        
1009        service_4->node_4        3     msgs 86 to 4294967376 lost.
1010        service_4->node_4        3     msgs 89 to 91 lost. 
1011        service_4->node_4        3     msg 91 lost.        
1019        service_4->node_4        3     msgs 87 to 4294967377 lost.
1020        service_4->node_4        3     msgs 90 to 92 lost. 
1021        service_4->node_4        3     msg 92 lost.        
1029        service_4->node_4        3     msgs 88 to 4294967378 lost.
1030        service_4->node_4        3     msgs 91 to 93 lost. 
1031        service_4->node_4        3     msg 93 lost.        
1039        service_4->node_4        3     msgs 89 to 4294967379 lost.
1040        service_4->node_4        3     msgs 92 to 94 lost. 
1041        service_4->node_4        3     msg 94 lost.        
1049        service_4->node_4        3     msgs 90 to 4294967380 lost.
1050        service_4->node_4        3     msgs 93 to 95 lost. 
1051        service_4->node_4        3     msg 95 lost.        
1059        service_4->node_4        3     msgs 91 to 4294967381 lost.
1060        service_4->node_4        3     msgs 94 to 96 lost. 
1061        service_4->node_4        3     msg 96 lost.        
1068        service_4->node_4        3     msgs 92 to 4294967382 lost.
1070        service_4->node_4        3     msgs 95 to 97 lost. 
1071        service_4->node_4        3     msg 97 lost.        
1079        service_4->node_4        3     msgs 93 to 4294967383 lost.
1080        service_4->node_4        3     msgs 96 to 98 lost. 
1081        service_4->node_4        3     msg 98 lost.        
1089        service_4->node_4        3     msgs 94 to 4294967384 lost.
1090        service_4->node_4        3     msgs 97 to 99 lost. 
1091        service_4->node_4        3     msg 99 lost.        
1099        service_4->node_4        3     msgs 95 to 4294967385 lost.
1100        service_4->node_4        3     msgs 98 to 100 lost.
1101        service_4->node_4        3     msg 100 lost.       
1109        service_4->node_4        3     msgs 96 to 4294967386 lost.
1110        service_4->node_4        3     msgs 99 to 101 lost.
1111        service_4->node_4        3     msg 101 lost.       
1119        service_4->node_4        3     msgs 97 to 4294967387 lost.
1120        service_4->node_4        3     msgs 100 to 102 lost.
1121        service_4->node_4        3     msg 102 lost.       
1129        service_4->node_4        3     msgs 98 to 4294967388 lost.
1130        service_4->node_4        3     msgs 101 to 103 lost.
1131        service_4->node_4        3     msg 103 lost.       
1139        service_4->node_4        3     msgs 99 to 4294967389 lost.
