node        topic       size[b]   received[#]   late[#]   too_late[#] lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]    duration[s]
node_0      topic_5     10        1001          0         0           0         512       71        282       1007      100         15        
node_1      topic_5     10        1001          0         0           0         465       75        278       831       100         15        
node_2      topic_5     10        1001          0         0           0         475       70        278       788       100         15        
node_3      topic_5     10        1001          0         0           0         444       76        235       752       100         15        
node_4      topic_5     10        1001          0         0           0         436       72        238       829       100         15        
