Time[ms]    Caller                   Code  Description         
865         topic_3->node_0          1     msg 85 late. 4804us > 2000us
2197        topic_3->node_1          1     msg 219 late. 3316us > 2000us
2197        topic_3->node_0          1     msg 219 late. 3468us > 2000us
2201        topic_3->node_2          1     msg 219 late. 6964us > 2000us
